new_clipi-j,old_clipi-j,id,name,nodding,looking_down,getting_closer,active_hand,smile,vol_mean,vol_std,pitch_mean,pitch_std,word_num,sentiment,positive,negative,neutral,w0,w1,w2,w3,w4,event_type,time_start,time_end,dialogue
clip15-14,clip16-12,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.732,0.123,0.145,0.036,0.032,0.034,0.033,0.037,single_activity,16:34.4,16:35.9,make me angry.
clip15-15,clip16-13,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.025,0.002,0.973,0.036,0.032,0.034,0.033,0.037,single_activity,16:36.6,16:37.9,"No, no, no don't don't."
clip15-16,clip16-14,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.047,0.002,0.951,0.036,0.032,0.034,0.033,0.037,single_activity,16:39.1,16:39.7,don't don't.
clip15-17,clip16-15,4,Karla,0,0,1,0,1,0,0,0,0,0,0,0.062,0.01,0.928,0.126,0.127,0.119,0.114,0.127,single_activity,16:41.4,16:45.1,I keep that blog noise to my daughter yeah.
clip15-18,clip16-16,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.483,0.098,0.419,0.136,0.145,0.138,0.152,0.135,single_activity,16:47.2,16:54.0,"All right, that was about 16 points I need to push you to 20 I want you to say it again look okay."
clip15-19,clip17-1,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.179,0.005,0.816,0.136,0.145,0.138,0.152,0.135,single_activity,17:11.6,17:20.0,"Okay that's where we get your repetition so, but then that was perfect do your sentence again just that first line but go ahead and do that Nice bold look."
clip15-20,clip17-2,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.092,0.008,0.9,0.136,0.145,0.138,0.152,0.135,single_activity,17:21.6,17:26.1,You can either look for reasons to succeed.
clip16-1,clip18-1,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.263,0.236,0.501,0.036,0.032,0.034,0.033,0.037,all_activity,17:42.2,17:46.4,A G m diaphragm.
clip16-2,clip18-2,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.75,0.019,0.231,0.036,0.032,0.034,0.033,0.037,all_activity,17:47.6,17:48.7,I hope I spelled that right.
clip16-3,clip18-3,4,Karla,1,0,1,0,0,0,0,0,0,0,0,0.083,0.006,0.911,0.225,0.24,0.223,0.234,0.224,all_activity,17:50.6,17:56.6,"diver and everybody take one hands, and I want you to put it right here, I hope you can see that, where it's."
clip16-4,clip18-4,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.262,0.012,0.726,0.136,0.145,0.138,0.152,0.135,all_activity,17:57.0,18:04.0,"On your diaphragm just above your belly now take your other hand, make a fist and a right angle right right alongside you."
clip16-5,clip18-5,4,Karla,0,0,1,0,0,0,0,0,0,0,0,0.301,0.017,0.682,0.126,0.127,0.119,0.114,0.127,all_activity,18:04.4,18:20.7,"Now I want you to say the word kick but, as you say the word I want you to pull your fist in force all the air out of your lungs, as you say the word actually feel your diaphragm kick against your hand I want you to say kick ready."
clip16-6,clip19-1,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.37,0.004,0.626,0.036,0.032,0.034,0.033,0.037,all_activity,18:22.4,18:24.7,There we go oh Carla and gabrielle.
clip16-7,clip19-2,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.416,0.006,0.578,0.136,0.145,0.138,0.152,0.135,all_activity,18:24.7,18:25.8,You can come off mute that would be.
clip16-8,clip19-3,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.341,0.008,0.651,0.136,0.145,0.138,0.152,0.135,all_activity,18:25.8,18:30.3,"fun, but go yeah go for it ready 123 keke."
clip16-9,clip19-4,4,Karla,1,0,0,0,0,48.15336071,21.84876615,259.0812117,40.78674559,2,0,0.259,0.011,0.73,0.282,0.307,0.283,0.299,0.278,all_activity,18:30.5,18:31.8,keke keke.
clip16-10,clip19-5,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.039,0.002,0.959,0.036,0.032,0.034,0.033,0.037,all_activity,18:32.0,18:38.8,"Good now let's count 125 use your diaphragm and every number ready, here we go."
clip16-11,clip19-6,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.058,0.002,0.94,0.036,0.032,0.034,0.033,0.037,all_activity,18:39.5,18:45.5,11122333444
clip16-12,clip19-7,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.169,0.003,0.828,0.036,0.032,0.034,0.033,0.037,all_activity,18:46.8,18:47.3,All right.
clip16-13,clip19-8,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.164,0.004,0.832,0.136,0.145,0.138,0.152,0.135,all_activity,18:47.8,18:59.0,"Here we go, we got two more things two more things next round, I want you to start odd numbers natural normal voice even numbers diaphragm so do the change ready."
clip16-14,clip19-9,4,Karla,1,0,0,0,0,45.17269747,25.49732949,215.4530153,57.75438866,3,0,0.207,0.007,0.786,0.283,0.308,0.284,0.3,0.279,all_activity,18:59.1,19:08.3,3211122334 or five.
clip16-15,clip19-10,4,Karla,0,0,0,0,1,0,0,0,0,0,0,0.183,0.02,0.797,0.036,0.032,0.034,0.033,0.037,all_activity,19:11.4,19:22.2,"there's always somebody that goes to six all right now last one everybody, I want you to say these two words that you heard your parents say to all the time when you were growing up."
clip16-16,clip19-11,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.368,0.014,0.618,0.036,0.032,0.034,0.033,0.037,all_activity,19:23.3,19:23.9,step it.
clip16-17,clip19-12,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.139,0.008,0.853,0.036,0.032,0.034,0.033,0.037,all_activity,19:28.4,19:31.5,"gabrielle Carla to go ahead, stop it stop."
clip16-18,clip19-13,4,Karla,1,0,0,0,0,47.22692112,20.86862761,221.6574082,26.54363831,3,0,0.14,0.003,0.857,0.264,0.287,0.266,0.281,0.261,all_activity,19:32.0,19:33.2,It stop it.
clip16-19,clip19-14,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.354,0.003,0.643,0.036,0.032,0.034,0.033,0.037,all_activity,19:33.2,19:33.5,stop it.
clip17-1,clip19-15,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.238,0.008,0.754,0.136,0.145,0.138,0.152,0.135,all_question,19:33.6,19:41.4,You go there you go yeah now when your parents said those words like that stuffing did they have to get loud for you to know what was going on.
clip17-2,clip20-1,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.054,0.005,0.941,0.136,0.145,0.138,0.152,0.135,all_question,20:00.0,20:10.9,"A little bit okay anybody here know the movie karate kid knows, Mr miyagi yeah he used his diaphragm the whole time."
clip17-3,clip20-2,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.065,0.009,0.926,0.136,0.145,0.138,0.152,0.135,all_question,20:12.2,20:20.0,"Daniel son right Daniel son, you need to focus focus he didn't yell it wasn't about focus it wasn't."
clip18-1,clip20-3,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.163,0.023,0.814,0.136,0.145,0.138,0.152,0.135,single_activity,20:21.8,20:29.7,"All right, all right, but come back to you now everybody, I want you to find one word that you want to place this intensity behind."
clip18-2,clip20-4,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.092,0.003,0.905,0.136,0.145,0.138,0.152,0.135,single_activity,20:30.8,20:42.2,"And again indicate it somehow different from your loud So if you circled the word for loud maybe underline it for diaphragm but do something different, and begin tell me what that word is when you have yours."
clip18-3,clip21-1,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.014,0.002,0.984,0.036,0.032,0.034,0.033,0.037,single_activity,20:43.2,20:43.7,Okay.
clip18-4,clip21-2,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.005,0.001,0.994,0.036,0.032,0.034,0.033,0.037,single_activity,21:00.4,21:00.7,yeah.
clip18-5,clip21-3,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.776,0.023,0.201,0.036,0.032,0.034,0.033,0.037,single_activity,21:03.1,21:03.8,means.
clip18-6,clip21-4,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.034,0.001,0.965,0.036,0.032,0.034,0.033,0.037,single_activity,21:04.9,21:05.9,Does it called.
clip18-7,clip21-5,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.146,0.003,0.851,0.036,0.032,0.034,0.033,0.037,single_activity,21:07.6,21:08.9,I mean the word and new quote.
clip18-8,clip21-6,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.412,0.133,0.455,0.136,0.145,0.138,0.152,0.135,single_activity,21:11.0,21:23.6,"Yes, so you have one word, you have your words look that you're doing in loud what is another word that you want to use your diaphragm on another word that you want place emphasis on but with an intensity behind it."
clip18-9,clip21-7,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.297,0.003,0.7,0.036,0.032,0.034,0.033,0.037,single_activity,21:38.0,21:39.0,I couldn't find.
clip18-10,clip21-8,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.003,0.001,0.996,0.036,0.032,0.034,0.033,0.037,single_activity,21:43.0,21:54.6,"It might feel a little weird and awkward that's Okay, but I still want you to get practice with it so choose choose the best word for it, even if it doesn't feel perfect it's about you practicing with your voice in your throat."
clip18-11,clip21-9,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.009,0.001,0.99,0.036,0.032,0.034,0.033,0.037,single_activity,22:08.1,22:10.1,"Why don't you read your quote to me, and maybe I can help."
clip18-12,clip21-10,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.11,0.002,0.888,0.136,0.145,0.138,0.152,0.135,single_activity,22:12.3,22:18.9,"You can either look for reasons to succeed or find excuses to fail, what are you searching for."
clip18-13,clip21-11,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.038,0.002,0.96,0.136,0.145,0.138,0.152,0.135,single_activity,22:19.8,22:21.6,"All right, let's try the word fail."
clip18-14,clip21-12,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.374,0.022,0.604,0.036,0.032,0.034,0.033,0.037,single_activity,22:23.3,22:25.2,"Okay, from diaphragm."
clip18-15,clip21-13,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.359,0.049,0.592,0.136,0.145,0.138,0.152,0.135,single_activity,22:25.7,22:37.8,"yep so you can whatever you want to do to indicate that that's the diaphragm technique, but remember everybody put a slash before the word and a slash after the word remember your micro clauses."
clip18-16,clip21-14,4,Karla,0,1,0,0,0,0,0,0,0,0,0,0.038,0.002,0.96,0.075,0.032,0.095,0.093,0.081,single_activity,22:38.4,22:43.3,"Now we'll come back to you, I want you to say the word fell natural normal voice just say fail."
clip18-17,clip21-15,4,Karla,1,0,1,0,0,0,0,0,0,0,0,0.195,0.017,0.788,0.225,0.24,0.223,0.234,0.224,single_activity,22:45.1,22:53.0,You can either look for reasons to succeed or find excuses to fail.
clip18-18,clip21-16,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.391,0.047,0.562,0.136,0.145,0.138,0.152,0.135,single_activity,22:53.6,22:56.1,"Now, yes, very good, so we have."
clip19-1,clip21-17,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.852,0.012,0.136,0.136,0.145,0.138,0.152,0.135,none,22:56.6,23:01.4,"When we say it natural normal voice it's fail and it almost is extended, a little bit fail."
clip19-2,clip21-18,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.673,0.049,0.278,0.136,0.145,0.138,0.152,0.135,none,23:01.7,23:14.8,"But when you use your diaphragm you place that owns behind it, we had that we heard that in your voice, it was felt it's almost like you make those words shorter you make it more constraint right fail okay now let's get to the last one."
clip19-3,clip22-1,4,Karla,1,1,0,0,0,0,0,0,0,0,0,0.14,0.003,0.857,0.175,0.145,0.199,0.213,0.179,none,23:16.1,23:24.3,"For volume so we're doing three for volume so 123 here's number three in your list go ahead, under diaphragm for number three right down whisper."
clip20-1,clip22-2,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.083,0.006,0.911,0.036,0.032,0.034,0.033,0.037,all_question,23:26.1,23:30.2,"whisper now why is whisper important, why does whisper matter."
clip20-2,clip22-3,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.261,0.031,0.708,0.036,0.032,0.034,0.033,0.037,all_question,23:33.1,23:34.7,It also takes attention.
clip20-3,clip22-4,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.31,0.009,0.681,0.036,0.032,0.034,0.033,0.037,all_question,23:35.5,23:36.1,In what way.
clip20-4,clip22-5,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.325,0.016,0.659,0.036,0.032,0.034,0.033,0.037,all_question,23:37.8,23:38.3,You know.
clip20-5,clip22-6,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.321,0.03,0.649,0.136,0.145,0.138,0.152,0.135,all_question,23:40.2,23:55.7,"It may mean that you know the presenter is saying something important it takes their attention and the recipients or the listeners would be more careful in listening, the message."
clip20-6,clip22-7,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.457,0.018,0.525,0.036,0.032,0.034,0.033,0.037,all_question,23:55.9,24:00.1,They might lean in a little bit and in a whisper could also feel a little bit special to.
clip20-7,clip22-8,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.301,0.056,0.643,0.136,0.145,0.138,0.152,0.135,all_question,24:00.5,24:04.7,"And then we perk up, we want to know it feels a little bit special now."
clip20-8,clip22-9,4,Karla,1,1,0,0,0,0,0,0,0,0,0,0.03,0.005,0.965,0.175,0.145,0.199,0.213,0.179,all_question,24:05.1,24:18.0,"If we go down our list loud, we did on one word a bold word diaphragm one word that intense word whisper, however, does not go on one word whisper goes on two or three."
clip20-9,clip22-10,4,Karla,0,1,1,0,0,0,0,0,0,0,0,0.029,0.009,0.962,0.165,0.127,0.18,0.175,0.171,all_question,24:18.5,24:26.3,"of your wisest words, two or three that are two or three words back to back to back in a word, group next to each other."
clip21-1,clip22-11,4,Karla,0,1,0,0,0,0,0,0,0,0,0,0.009,0.004,0.987,0.075,0.032,0.095,0.093,0.081,single_question,24:26.6,24:40.0,"That are your, why is this word so everybody find on your quote where are your, why is this words and you can do a little squiggly line underneath to indicate your whisper technique so become tell me when you have your whisper words."
clip21-2,clip22-12,4,Karla,0,1,0,0,0,0,0,0,0,0,0,0.008,0.002,0.99,0.075,0.032,0.095,0.093,0.081,single_question,24:40.1,24:43.1,It mine is the last sentence.
clip21-3,clip22-13,4,Karla,0,1,0,0,0,0,0,0,0,0,0,0.011,0.002,0.987,0.075,0.032,0.095,0.093,0.081,single_question,24:44.0,24:48.1,"How many words, is that, though, is that more than 304 words."
clip21-4,clip22-14,4,Karla,0,1,0,0,0,0,0,0,0,0,0,0.025,0.003,0.972,0.075,0.032,0.095,0.093,0.081,single_question,24:49.5,24:51.6,"All right, so tell me tell me what the words are."
clip21-5,clip22-15,4,Karla,0,1,0,0,0,0,0,0,0,0,0,0.004,0.002,0.994,0.075,0.032,0.095,0.093,0.081,single_question,24:52.0,24:53.6,What are you searching for.
clip21-6,clip22-16,4,Karla,0,1,0,0,0,0,0,0,0,0,0,0.004,0.003,0.993,0.075,0.032,0.095,0.093,0.081,single_question,24:56.6,24:58.0,"Okay, great let's try that."
clip22-1,clip23-1,4,Karla,0,1,0,1,0,0,0,0,0,0,0,0.222,0.02,0.758,0.154,0.107,0.171,0.162,0.162,all_activity,24:58.4,25:10.9,Okay now each of you gabrielle and Carla come on off mute and and I want the three of you to put your hands up like this and natalie just do whatever makes sense for you.
clip22-2,clip23-2,4,Karla,0,0,0,0,1,0,0,0,0,0,0,0.065,0.005,0.93,0.036,0.032,0.034,0.033,0.037,all_activity,25:11.3,25:12.9,Put your hands up like this.
clip22-3,clip23-3,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.139,0.007,0.854,0.036,0.032,0.034,0.033,0.037,all_activity,25:13.9,25:14.9,It become.
clip22-4,clip23-4,4,Karla,0,0,1,0,0,0,0,0,0,0,0,0.104,0.004,0.892,0.126,0.127,0.119,0.114,0.127,all_activity,25:16.1,25:19.3,"Oh, there you go now I want you to lean in and say whisper."
clip22-5,clip23-5,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.223,0.004,0.773,0.036,0.032,0.034,0.033,0.037,all_activity,25:20.1,25:20.8,whisper.
clip22-6,clip23-6,4,Karla,1,0,0,0,1,0,0,0,0,0,0,0.324,0.01,0.666,0.136,0.145,0.138,0.152,0.135,all_activity,25:22.0,25:30.8,Okay now whisper is not about being soft the audience still needs to hear you whisper is about aspirated your voice so I want you to.
clip22-7,clip23-7,4,Karla,1,0,1,0,1,0,0,0,0,0,0,0.138,0.009,0.853,0.225,0.24,0.223,0.234,0.224,all_activity,25:31.1,25:39.3,"channel your inner marlon brando from godfather Okay, and I want you to ask for it your voice, I want you to lean in with your hands, I want you to say whisper."
clip22-8,clip23-8,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.074,0.009,0.917,0.136,0.145,0.138,0.152,0.135,all_activity,25:40.6,25:41.4,whisper.
clip22-9,clip23-9,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.178,0.021,0.801,0.136,0.145,0.138,0.152,0.135,all_activity,25:41.5,25:42.8,whisper thing.
clip22-10,clip23-10,4,Karla,1,0,1,0,0,0,0,0,0,0,0,0.626,0.04,0.334,0.225,0.24,0.223,0.234,0.224,all_activity,25:42.8,25:49.5,"Good good good now, if you think about it diaphragm we're forcing air out but we're doing it to a short point."
clip23-1,clip23-11,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.052,0.01,0.938,0.136,0.145,0.138,0.152,0.135,single_activity,25:50.0,26:09.3,"whisper we're still forcing air out but it's a softer feel and elongates the words okay that's the difference alright, so I want you to put all of your techniques together for the full sentence okay now what i'm going to be listening for is that you have your micro pauses."
clip23-2,clip23-12,4,Karla,1,0,1,0,0,0,0,0,0,0,0,0.074,0.002,0.924,0.225,0.24,0.223,0.234,0.224,single_activity,26:10.5,26:20.8,"So pause pause pause shift now that we're pause shift back down natural normal voice we're going to listen, for your loud your diaphragm and now you're."
clip23-3,clip23-13,4,Karla,1,1,0,0,0,0,0,0,0,0,0,0.01,0.007,0.983,0.175,0.145,0.199,0.213,0.179,single_activity,26:22.5,26:23.3,"All right, go for it."
clip23-4,clip23-14,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.451,0.014,0.535,0.136,0.145,0.138,0.152,0.135,single_activity,26:24.3,26:27.8,You can either look for reasons.
clip23-5,clip23-15,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.24,0.004,0.756,0.036,0.032,0.034,0.033,0.037,single_activity,26:28.2,26:29.7,That are again start again number.
clip23-6,clip23-16,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.376,0.008,0.616,0.036,0.032,0.034,0.033,0.037,single_activity,26:30.2,26:32.0,20 points up with a look.
clip23-7,clip23-17,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.664,0.018,0.318,0.136,0.145,0.138,0.152,0.135,single_activity,26:32.6,26:36.4,"Look, there you got it you got it your daughter's gonna be like she yelling at me."
clip23-8,clip23-18,4,Karla,1,0,1,0,1,0,0,0,0,0,0,0.128,0.014,0.858,0.225,0.24,0.223,0.234,0.224,single_activity,26:39.2,26:45.8,You can either look for reasons to succeed or find excuses.
clip23-9,clip23-19,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.207,0.102,0.691,0.036,0.032,0.034,0.033,0.037,single_activity,26:47.9,26:48.8,To fail.
clip23-10,clip23-20,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.416,0.062,0.522,0.036,0.032,0.034,0.033,0.037,single_activity,26:50.1,26:52.2,What are you what are you looking for.
clip24-1,clip24-1,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.306,0.01,0.684,0.036,0.032,0.034,0.033,0.037,all_question,27:05.6,27:06.5,i'm going to i'm going to.
clip24-2,clip24-2,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.154,0.019,0.827,0.136,0.145,0.138,0.152,0.135,all_question,27:08.5,27:14.7,"There we go i'm going to get that ready and get you into your breakout rooms, when you go into your breakout rooms it's just about repetition repetition repetition."
clip24-3,clip24-3,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.434,0.018,0.548,0.136,0.145,0.138,0.152,0.135,all_question,27:15.3,27:28.9,"But with your partner being your voice coach so each of you, I want you to do exactly what me and begum did here when the speaker is doing their quote and they have their loud and their diaphragm and their whisper."
clip24-4,clip24-4,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.363,0.027,0.61,0.036,0.032,0.034,0.033,0.037,all_question,27:29.4,27:41.3,"I want you to pay attention can you detect where the loudest can you detect where the diaphragm is, and if you can't what I want you to say to the speaker as their coach what do I want you to say to them."
clip24-5,clip24-5,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.549,0.044,0.407,0.036,0.032,0.034,0.033,0.037,all_question,27:44.7,27:45.0,Okay.
